広告管理 ＞ キャンペーン ＞ 広告主

"ID","広告主名","表示率","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","CPC(グロス)","eCPM(グロス)"
"1483"," 株式会社ZAIZEN","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1489","株式会社バッカス","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1491","占い","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1499","占い","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1519","安心健康ライフ株式会社_AAL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1526","DMMゲームストア","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1534","さくらの恋猫プチ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1537","株式会社ユニヴァ・フュージョン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1550","健康美人研究所株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1565","SEモバイル・アンド・オンライン株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1567","株式会社ロックビル","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1583","株式会社Next Stage ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1586","株式会社アニス","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1589","美容皮膚科 デイジークリニック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1604","株式会社　協和","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1607","安心健康ライフ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1608","株式会社フォーマルクライン（東洋新薬グループ）","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1609","株式会社ヴィワンアークス","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1626","株式会社ハハハラボ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1627","安心健康ライフ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1630","株式会社メディコム ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1638","オルチャニスト","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1643","株式会社ニジゲン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1652","株式会社elixir","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1681","チュラコス株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1704","ポラリス製薬株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1705","株式会社elixir","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1709","株式会社 Qvou","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1763","株式会社ヘルスアップ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1787","金融","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1789","株式会社フロムココロ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1816","株式会社ソーシャルテック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1821","安心健康ライフ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1824","株式会社BIZENTO","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1830","Dlsite","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1900","株式会社HAL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1915","株式会社Crew ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1996","まんが王国","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2010","株式会社JWM","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2034","さくらフォレスト株式会社 ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2040","マンションナビ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2055","FANZAライブチャット","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2063","株式会社フロムココロ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2067","株式会社井目結","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2069","さくらフォレスト株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2072"," 株式会社トラストメディア","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2074","株式会社スリーズ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2108","株式会社ハハハラボ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2109","インターノウス株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2124","弁護士法人つちぐり法律事務所","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2160","株式会社TAUPE","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2190","チュラコス株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2202","株式会社VIRNAS","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2205","21LIVE","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2294","株式会社ライブナビ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2309","合同会社DMM.com_一般電子書籍","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2370","株式会社L","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2371","センド株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2422","有限会社ティシビィジャパン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2430","株式会社ハイスペック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2432","株式会社HAL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2459","株式会社LS Creation","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2489","スリープロダクト株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2493","株式会社デジソー","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2495","株式会社デジソー ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2498","株式会社エース","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2519","株式会社ライフムーブ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2521","株式会社ソーシャルテック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2523","株式会社グランディール","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2526","ナチュラルミュー株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2530","自社運用_うら垢_準一般","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2555","株式会社Creajoy","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2572","グロリアス製薬株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2577","株式会社ハーバルアイ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2604","株式会社サイトスコープ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2610","drstick","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2611","リアラスター","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2618","株式会社HAL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2627","株式会社Newgate","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2631","株式会社lWl","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2648","株式会社UN5UNG BUT","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2652","プロスゲイト株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2658","アスクレピオス製薬株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2664","合同会社Potato","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2694","株式会社エキスプレス・コンテンツバンク","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2735","Daｄ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2779","line@","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2785","paddy67","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2786","株式会社オスリー","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2796","優良競馬予想サイトランキング運営事務局","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2816","株式会社ZERO PLUS","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2840","株式会社TKD(REY)","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2886","さくらフォレスト株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2930","サンテミナ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2966","株式会社ヨミテ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2982","paters(ペイターズ) ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3012","MAKE BEAUTURE株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3016","グロリアス製薬株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3032","株式会社ニコリオ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3033","株式会社エース","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3049","株式会社Linc’well","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3068","インタラクティブ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3077","株式会社RAVIPA（ラヴィパ）","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3094","株式会社LLL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3095","株式会社イングリウッド","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3097","株式会社ビューン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3108","弁護士法人・響","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3118","株式会社ヨミテ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3121","株式会社Amane","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3132","コミックフェスタ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3148","株式会社ユニヴァ・フュージョン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3160","テスト　メディア様","110%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3168","サンテミナ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3203","株式会社レッドビジョン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3225","株式会社SMBCモビット","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3255","シティヘブン配信用","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3262","IBGメディア株式会社(ぶいけん)","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3263","株式会社ARETECO HOLDINGS","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3282","SSP連携_fam","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3288","さくらフォレスト","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3294","株式会社カメレオン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3332","株式会社マキセル","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3395","株式会社HAL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3415","株式会社HAL","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3426","株式会社京福堂","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3432","株式会社 ゼンケア","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3452","株式会社マキセル","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3492","株式会社ファンファレ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3494","株式会社elixir","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3497","株式会社アイセイ薬局","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3512","株式会社カラット","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3535","パラレルトリップ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3539","ツインガーデン株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3562","株式会社クロコス","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3609","株式会社ネクイノ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3668","にじカノ&アナザー_ポータル","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3673","ニジカレ&Plusmate_ポータル","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3675","株式会社HRC","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3685","司法書士法人 みつ葉グループ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3741","恋うらnet","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3745","株式会社For-S","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3777","となりのガールフレンド","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3791","健商株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3829","クリニックフォア","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3840","株式会社Sparty","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3976","キーコレクト","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4060","株式会社Zucks","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4108","株式会社UPD","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4162","office SK","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4281","競艇ドラゴン","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4431","株式会社C.R.E.A.M","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4470","株式会社ディマージシェア_広_まつだ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4517","FANZA同人：サービス新規：SP","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4665","マリンビーンズ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4768","天藤製薬株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4802","株式会社マテラ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5003","株式会社UPC","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5141","CTW株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5147","株式会社ピーカーブー","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5245","Irisオリパ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5344","株式会社NSC","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5612","株式会社ミライラボラトリー","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5636","株式会社BeerO'Clock","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5640","マンモスクリニック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5656","株式会社ウェイブ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5673","KURO GAMES","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5727","アトムクリニック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5840","株式会社ADC","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5912","株式会社dot LIFE","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5963","VI-VO","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5964","ライブでゴーゴー","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5972","株式会社RIKU","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6157","シエロ_占い求人","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6228","株式会社ちゅららぼ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6331","リスミィ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6332","Andrew","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6364","ケアプリ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6365","ウラーノ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6398","株式会社CTN","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6654","株式会社TOPCO JAPAN","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6904","株式会社TOPCO JAPAN ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6944","メンズライフクリニック","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"7026"," 株式会社Intro ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"12","SSP連携_nend","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"13","SSP連係_UZOU","100%",2993,0,"0",0,"0.000%",0,0,0,-,0
"25","SP_合同会社DMM GAMES_DMMゲーム ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"35","株式会社トラスト","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"41","株式会社リアズ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"43","デザイン部確認用広告主","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"45","有限会社テクノアルカディア","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"128","アットキューブ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"191","合同会社DMM.com（R18動画）","130%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"257","株式会社ビーグリー","115%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"300","株式会社YOURS ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"316","SSP連携_ADroute","100%",248,0,"0",0,"0.000%",0,0,0,-,0
"332","コミックフェスタ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"397","SSP連係_Mediad2","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"440","株式会社Nexiv","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"483","株式会社フクロウラボ ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"621","記事設置リタゲ用_ダイエット","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"650","STARTDASH株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"664","コミックシーモア_一般","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"712","FANZA同人_既存指標","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"805","リタゲマーク用テスト_1","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"809","テスト","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"898","ブログサービス配信用","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"926","RTG_アフィリ回収","100%",587,0,"0",0,"0.000%",0,2.7925,-2.7925,-,0
"932","FANZA同人_新規指標","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1216","株式会社パピレス","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1544","シンクロ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1549","ビグレ株式会社","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1722","株式会社エイシス","120%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1780","SSP連携用_akane","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"1797","SSP連携_Octopus(広告運用あり2）","100%",9,4,"44.444%",0,"0",0,0,0,0,0
"1957","ADC_期間保証用","100%",826835,0,"0",0,"0.000%",0,0,0,-,0
"2003","海外アドネ運用","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2170","SSP連携_Poets","100%",5997,0,"0",0,"0.000%",0,0,0,-,0
"2218","SSP連携_adcloud","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2407"," 株式会社エムティーアイ","120%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2426","株式会社ケーワン・エンタープライズ_ひめちゃんねる","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2543","SSP連携_adnex","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"2783","spoox","125%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3133","合同会社和創空間","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3320","よるバゴ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3429","SSP連携_COMPASS","100%",138411,0,"0",0,"0.000%",0,1868.5484999999999,-1868.5485,-,0
"3450","計上補填分","100%",0,0,"0.000%",0,"0.000%",0,-14565.3745,14565.3745,-,-
"3693","SSP連携_bizzコラボ","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"3764","テスト","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"4260","SSP連携_GMOSSP","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"5745","SSP連携_AX‐AD","100%",186871,0,"0",0,"0.000%",0,560.6129999999999,-560.613,-,0
"6306","株式会社フィング","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"6488","SSP連携_mine","100%",170902,0,"0",0,"0.000%",0,3304.2879999999996,-3304.288,-,0
"7021","株式会社トライブエージェント","100%",0,0,"0.000%",0,"0.000%",0,0,0,-,-
"","[total]","",100627588,545007,"0.542%",907,"0.166%",807534.668,622270.777137,185263.890863,1.48,8.02
