広告管理 ＞ アフィリエイト ＞ キャンペーン

"キャンペーングループ","ID","キャンペーン名","サイズ","設定","原稿数","マージン","ステータス","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","price","CPC(グロス)","eCPM(グロス)"
"1059 【準一般同人】ビジネスセックスマナー復讐の上司編※ノンアダルト　商品詳細(東京","3966","dlsite_ADR_レクタングル【準一般同人】ビジネスセックスマナー復讐の上司編 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1057 【準一般同人】ビジネスセックスマナー復讐の上司編※ノンアダルト　会員登録(東京プ","3967","dlsite_ADR_レクタングル【準一般同人】ビジネスセックスマナー復讐の上司編 会員登録","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1062 【準一般・同人】お姉ちゃんの友達がエッチな人ばかりだったから(ひぐま屋)_RJ2","3968","dlsite_IOS_レクタングル【準一般・同人】お姉ちゃんの友達がエッチな人ばかりだったから(ひぐま屋)_RJ2","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1061 【準一般同人】仮想童話は危険がいっぱい！？夢見がちな少女編3※ノンアダルト　商品","3969","dlsite_IOS_レクタングル【準一般同人】仮想童話は危険がいっぱい！？　商品","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1060 【準一般同人】仮想童話は危険がいっぱい！？夢見がちな少女編3※ノンアダルト　会員","3970","dlsite_IOS_レクタングル【準一般同人】仮想童話は危険がいっぱい！？　会員","ﾚｸﾀﾝｸﾞﾙ","カテ均",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1059 【準一般同人】ビジネスセックスマナー復讐の上司編※ノンアダルト　商品詳細(東京","3971","dlsite_IOS_レクタングル【準一般同人】ビジネスセックスマナー復讐の上司編 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1057 【準一般同人】ビジネスセックスマナー復讐の上司編※ノンアダルト　会員登録(東京プ","3972","dlsite_IOS_レクタングル【準一般同人】ビジネスセックスマナー復讐の上司編 会員登録","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1090 恋下統一","3991","恋下統一_レクタングル_IOS","ﾚｸﾀﾝｸﾞﾙ","カテ",10,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1123 【準一般同人BL女性向け】奇譚事件録 人誑の棲家 会員登録(アンノウン)","4246","dlsite_IOS_レクタングル【準一般同人BL】奇譚事件録人誑の棲 会員登録","ﾚｸﾀﾝｸﾞﾙ","カテ均",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1123 【準一般同人BL女性向け】奇譚事件録 人誑の棲家 会員登録(アンノウン)","4248","dlsite_ADR_レクタングル【準一般同人BL】奇譚事件録人誑の棲 会員登録","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1124 【準一般同人BL女性向け】奇譚事件録 人誑の棲家 商品詳細(アン_RJ28041","4249","dlsite_IOS_レクタングル【準一般同人BL】奇譚事件録 人誑の 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ均",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1124 【準一般同人BL女性向け】奇譚事件録 人誑の棲家 商品詳細(アン_RJ28041","4250","dlsite_ADR_レクタングル【準一般同人BL】奇譚事件録 人誑の 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ均",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1125 【準一般同人BL女性向け】男友達（ともだち）姦 会員登録(お父さんの黒歴史)","4251","dlsite_IOS_レクタングル【準一般同人BL】男友達（ともだち） 会員登録","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1125 【準一般同人BL女性向け】男友達（ともだち）姦 会員登録(お父さんの黒歴史)","4252","dlsite_ADR_レクタングル【準一般同人BL】男友達（ともだち） 会員登録","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1126 【準一般同人BL女性向け】男友達（ともだち）姦 商品詳細(お父さんの黒歴史)","4253","dlsite_IOS_レクタングル【準一般同人BL】男友達（ともだち） 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1126 【準一般同人BL女性向け】男友達（ともだち）姦 商品詳細(お父さんの黒歴史)","4254","dlsite_ADR_レクタングル【準一般同人BL】男友達（ともだち） 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1127 【準一般同人TL女性向け】少年王と年上王妃 会員登録(グズノロ。)","4255","dlsite_IOS_レクタングル【準一般同人TL女性少年王と年上王妃 会員登録　CPバナー2月４日まで","ﾚｸﾀﾝｸﾞﾙ","",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1127 【準一般同人TL女性向け】少年王と年上王妃 会員登録(グズノロ。)","4256","dlsite_ADR_レクタングル【準一般TL女性向】少年王と年上王妃 会員登録","ﾚｸﾀﾝｸﾞﾙ","",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1128 【準一般同人TL女性向け】少年王と年上王妃 商品詳細(グズノロ。)_","4257","dlsite_IOS_レクタングル【準一般同人TL】少年王と年上王妃 商品詳細","ﾚｸﾀﾝｸﾞﾙ","",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1128 【準一般同人TL女性向け】少年王と年上王妃 商品詳細(グズノロ。)_","4258","dlsite_ADR_レクタングル【準一般同人TL】少年王と年上王妃 商品詳細","ﾚｸﾀﾝｸﾞﾙ","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1138 【準一般同人BL女性向け】グルメなまものに育てられています　会員登録(エロ","4259","dlsite_ADR_【準一般同人BL】グルメなまものに 会員登録_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1138 【準一般同人BL女性向け】グルメなまものに育てられています　会員登録(エロ","4268","dlsite_IOS_【準一般同人BL】グルメなまものに 会員登録_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1139 【準一般同人BL女性向け】先生、キスして、Hして。玩具好き先生と夜の教室で初H","4269","dlsite_ADR_【準一般同人BL】先生、キスして、Hして。_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1139 【準一般同人BL女性向け】先生、キスして、Hして。玩具好き先生と夜の教室で初H","4270","dlsite_IOS_【準一般同人BL】先生、キスして、Hして。_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1140 【準一般同人TL女性向け】マジメちゃんと気ままくん#1　会員登録(Ya","4271","dlsite_IOS_	【準一般同人TL】マジメちゃんと気まま#1_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1140 【準一般同人TL女性向け】マジメちゃんと気ままくん#1　会員登録(Ya","4272","dlsite_ADR_	【準一般同人TL】マジメちゃんと気まま#1_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1141 インフィード【準一般同人BL女性向け】グルメなまものに育てられています　会員登録","4281","IOS_インフィード小【準一般同人BL】グルメなまものに育てられています　会員登","ｲﾝﾌｨｰﾄﾞ_小","カテ",30,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1141 インフィード【準一般同人BL女性向け】グルメなまものに育てられています　会員登録","4282","IOS_インフィード大【準一般同人BL】グルメなまものに育てられています　会員登","ｲﾝﾌｨｰﾄﾞ_大","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1141 インフィード【準一般同人BL女性向け】グルメなまものに育てられています　会員登録","4283","ADR_インフィード小【準一般同人BL】グルメなまものに育てられています　会員登","ｲﾝﾌｨｰﾄﾞ_小","カテ",34,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1141 インフィード【準一般同人BL女性向け】グルメなまものに育てられています　会員登録","4284","ADR_インフィード大【準一般同人BL】グルメなまものに育てられています　会員登","ｲﾝﾌｨｰﾄﾞ_大","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1142 インフィード【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","4285","IOS_インフィード小【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","ｲﾝﾌｨｰﾄﾞ_小","カテ",30,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1142 インフィード【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","4286","IOS_インフィード大【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","ｲﾝﾌｨｰﾄﾞ_大","カテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1142 インフィード【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","4287","ADR_インフィード小【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","ｲﾝﾌｨｰﾄﾞ_小","カテ",27,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1143 インフィード【準一般同人BL女性向け】奇譚事件録 人誑の棲家 会員登録","4289","ADR_インフィード大【準一般同人BL】奇譚事件録 人誑の棲家 会員登録 ","ｲﾝﾌｨｰﾄﾞ_大","カテ",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1143 インフィード【準一般同人BL女性向け】奇譚事件録 人誑の棲家 会員登録","4290","ADR_インフィード小【準一般同人BL】奇譚事件録 人誑の棲家 会員登録","ｲﾝﾌｨｰﾄﾞ_小","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1143 インフィード【準一般同人BL女性向け】奇譚事件録 人誑の棲家 会員登録","4291","IOS_インフィード大【準一般同人BL】奇譚事件録 人誑の棲家 会員登録 ","ｲﾝﾌｨｰﾄﾞ_大","カテ",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1143 インフィード【準一般同人BL女性向け】奇譚事件録 人誑の棲家 会員登録","4292","IOS_インフィード小【準一般同人BL】奇譚事件録 人誑の棲家 会員登録","ｲﾝﾌｨｰﾄﾞ_小","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1144 インフィード【準一般同人TL女性向け】少年王と年上王妃 会員登録(グズノロ。)","4293","ADR_インフィード大【準一般同人TL】少年王と年上 会員登録(","ｲﾝﾌｨｰﾄﾞ_大","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1144 インフィード【準一般同人TL女性向け】少年王と年上王妃 会員登録(グズノロ。)","4294","ADR_インフィード小【準一般同人TL】少年王と年上王妃 会員登録(グズノロ。)","ｲﾝﾌｨｰﾄﾞ_小","均",42,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1144 インフィード【準一般同人TL女性向け】少年王と年上王妃 会員登録(グズノロ。)","4295","IOS_インフィード大【準一般同人TL】少年王と年上王妃 会員登録(","ｲﾝﾌｨｰﾄﾞ_大","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1144 インフィード【準一般同人TL女性向け】少年王と年上王妃 会員登録(グズノロ。)","4296","IOS_インフィード小【準一般同人TL】少年王と年上王妃 会員登録(グズノロ。)","ｲﾝﾌｨｰﾄﾞ_小","均",23,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1142 インフィード【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","4297","ADR_インフィード大【準一般同人】仮想童話は危険がいっぱい？夢見がちな少女編3","ｲﾝﾌｨｰﾄﾞ_大","カテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4299","RT_COMP購入ALL_30day_おねえさんとなつやすみ_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4300","RT_COMP購入ALL_30day_ヌルネバ☆スイマ～！！_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4301","RT_COMP購入ALL_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4302","RT_COMP購入ALL_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Andレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4303","RT_COMP購入ALL_30day_催●性指導 総集編_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4304","RT_COMP購入ALL_30day_おねえさんとなつやすみ_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4305","RT_COMP購入ALL_30day_ヌルネバ☆スイマ～！！_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4306","RT_COMP購入ALL_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4307","RT_COMP購入ALL_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Iosレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1070 RT_COMP購入ALL_30day","4308","RT_COMP購入ALL_30day_催●性指導 総集編_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1071 RT_R18COM購入直前_30day","4309","RT_R18COM購入直前_30day_おねえさんとなつやすみ_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1071 RT_R18COM購入直前_30day","4310","RT_R18COM購入直前_30day_ヌルネバ☆スイマ～！！_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1071 RT_R18COM購入直前_30day","4311","RT_R18COM購入直前_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1071 RT_R18COM購入直前_30day","4312","RT_R18COM購入直前_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Andレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1071 RT_R18COM購入直前_30day","4313","RT_R18COM購入直前_30day_催●性指導 総集編_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1072 RT_R18購入直前_30day","4324","RT_R18購入直前_30day_おねえさんとなつやすみ_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1072 RT_R18購入直前_30day","4325","RT_R18購入直前_30day_ヌルネバ☆スイマ～！！_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1072 RT_R18購入直前_30day","4326","RT_R18購入直前_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1072 RT_R18購入直前_30day","4327","RT_R18購入直前_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Iosレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1072 RT_R18購入直前_30day","4328","RT_R18購入直前_30day_催●性指導 総集編_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4329","RT_R18コミ購入完了_30day_おねえさんとなつやすみ_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4330","RT_R18コミ購入完了_30day_ヌルネバ☆スイマ～！！_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4331","RT_R18コミ購入完了_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4332","RT_R18コミ購入完了_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Andレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4333","RT_R18コミ購入完了_30day_催●性指導 総集編_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4344","RT_R18動画購入完了_30day_おねえさんとなつやすみ_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4345","RT_R18動画購入完了_30day_ヌルネバ☆スイマ～！！_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4346","RT_R18動画購入完了_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4347","RT_R18動画購入完了_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Iosレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4348","RT_R18動画購入完了_30day_催●性指導 総集編_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1075 RT_R18同人お気に入り_30day","4349","RT_R18同人お気に入り_30day_おねえさんとなつやすみ_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1075 RT_R18同人お気に入り_30day","4350","RT_R18同人お気に入り_30day_ヌルネバ☆スイマ～！！_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1075 RT_R18同人お気に入り_30day","4351","RT_R18同人お気に入り_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1075 RT_R18同人お気に入り_30day","4352","RT_R18同人お気に入り_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Andレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1075 RT_R18同人お気に入り_30day","4353","RT_R18同人お気に入り_30day_催●性指導 総集編_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4364","RT_R18同人バスケット_30day _おねえさんとなつやすみ_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4365","RT_R18同人バスケット_30day _ヌルネバ☆スイマ～！！_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4366","RT_R18同人バスケット_30day _ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4367","RT_R18同人バスケット_30day _冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Iosレクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4368","RT_R18同人バスケット_30day _催●性指導 総集編_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4373","RT_R18動画購入完了_30day_催●性指導 総集編_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4374","RT_R18動画購入完了_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4375","RT_R18動画購入完了_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4376","RT_R18動画購入完了_30day_ヌルネバ☆スイマ～！！_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1074 RT_R18動画購入完了_30day","4377","RT_R18動画購入完了_30day_おねえさんとなつやすみ_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4378","RT_R18同人バスケット_30day _催●性指導 総集編_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4379","RT_R18同人バスケット_30day _冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4380","RT_R18同人バスケット_30day _ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4381","RT_R18同人バスケット_30day _ヌルネバ☆スイマ～！！_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1076 RT_R18同人バスケット_15day","4382","RT_R18同人バスケット_30day _おねえさんとなつやすみ_SZAZ_And_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4383","RT_R18コミ購入完了_30day_催●性指導 総集編_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4384","RT_R18コミ購入完了_30day_冬虫夏草6～親友の姉妹を貪る夏～_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1073 RT_R18コミ購入完了_30day","4385","RT_R18コミ購入完了_30day_ 今泉ん家はどうやらギャルの溜まり場になってるらしい2_SZAZ_Ios_レクタングル_準一般","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
