広告管理 ＞ アフィリエイト ＞ キャンペーン

"キャンペーングループ","ID","キャンペーン名","サイズ","設定","原稿数","マージン","ステータス","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","price","CPC(グロス)","eCPM(グロス)"
"2100 にじげんカノジョ_準一般","12882","【新】にじげんカノジョ_準一般_300*250_ADR_WL_クリエイティブテスト_fam25","ﾚｸﾀﾝｸﾞﾙ","カテ",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12883","【新】にじげんカノジョ_準一般_300*250_IOS_WL_クリエイティブテスト","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3466 ギャルママと店長の息子～過ちの代償は育児で熟れたカラダ～（フルカラー）4巻","12897","IOS_【メンズ/非エロ(制限強)】ギャルママと店長の息子～過ちの代償は育児で熟れたカラダ～（フルカラー）4  _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3466 ギャルママと店長の息子～過ちの代償は育児で熟れたカラダ～（フルカラー）4巻","12898","ADR_【メンズ/非エロ(制限強)】ギャルママと店長の息子～過ちの代償は育児で熟れたカラダ～（フルカラー）4 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","12899","SP_【準一般】“陵辱・催眠・羞恥・NTR10作品”欲張りセット_220118_rssn10_dlsite_g1_600x500_03_A_men_RJ358353","ﾚｸﾀﾝｸﾞﾙ","カテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3468 カラミざかり9巻","12902","IOS_【メンズ/非エロ(制限強)】カラミざかり9巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3468 カラミざかり9巻","12903","IOS_【メンズ/非エロ】カラミざかり9巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3466 ギャルママと店長の息子～過ちの代償は育児で熟れたカラダ～（フルカラー）4巻","12906","IOS_【メンズ/非エロ】ギャルママと店長の息子～過ちの代償は育児で熟れたカラダ～（フルカラー）4巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","12919","[準一般]Plusmate_動画スクロール_iOS[app4](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","12920","[準一般]Plusmate_動画スクロール_And[app4](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3470 温泉旅姦","12925","IOS_【メンズ/非エロ(制限強)】温泉旅姦 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3470 温泉旅姦","12926","IOS_【メンズ/非エロ】温泉旅姦 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","12927","[一般]Plusmate_レクタングル_動画スクロール_iOS[fb](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","12928","[一般]Plusmate_レクタングル_動画スクロール_And[fb](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12937","【新】にじげんカノジョ_準一般_300*250_IOS_動画スクロール__fam25","ﾚｸﾀﾝｸﾞﾙ","カテ均",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12938","【新】にじげんカノジョ_準一般_300*250_ADR_動画スクロール_fam25","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3436 パラレルトリップ(fam11)","12939","遷移テスト用","ｲﾝﾌｨｰﾄﾞ_小","カテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3475 【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻","12950","IOS_【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3475 【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻","12951","ADR_【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3476 【青年/一般面】ゆる妻～里香さんはスキだらけ","12952","IOS_【青年/一般面】ゆる妻～里香さんはスキだらけ _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3476 【青年/一般面】ゆる妻～里香さんはスキだらけ","12953","ADR_【青年/一般面】ゆる妻～里香さんはスキだらけ _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3477 【青年/一般面】ドキドキペアリング","12954","IOS_【青年/一般面】ドキドキペアリング _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3477 【青年/一般面】ドキドキペアリング","12955","ADR_【青年/一般面】ドキドキペアリング _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12962","【新】にじげんカノジョ_準一般_300*250_IOS_動画スクロール_RT_fam25","ﾚｸﾀﾝｸﾞﾙ","リカテ",12,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12963","【新】にじげんカノジョ_準一般_300*250_ADR_動画スクロール_RT_fam25","ﾚｸﾀﾝｸﾞﾙ","リカテ",12,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12964","【新】にじげんカノジョ_準一般_300*250_ADR_RT_fam25","ﾚｸﾀﾝｸﾞﾙ","リ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","12965","【新】にじげんカノジョ_準一般_300*250_IOS_RT_fam25","ﾚｸﾀﾝｸﾞﾙ","リ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3463 ニジカレ&Plusmate_ポータル","12980","[準一般]ニジカレ&Plusmate_ポータル_レクタングル_iOS","ﾚｸﾀﾝｸﾞﾙ","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3463 ニジカレ&Plusmate_ポータル","12981","[準一般]ニジカレ&Plusmate_ポータル_レクタングル_And","ﾚｸﾀﾝｸﾞﾙ","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3463 ニジカレ&Plusmate_ポータル","12982","[準一般]ニジカレ&Plusmate_ポータル_インフィード小_iOS","ｲﾝﾌｨｰﾄﾞ_小","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3463 ニジカレ&Plusmate_ポータル","12983","[準一般]ニジカレ&Plusmate_ポータル_インフィード小_And","ｲﾝﾌｨｰﾄﾞ_小","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3463 ニジカレ&Plusmate_ポータル","12996","[準一般]ニジカレ&Plusmate_ポータル_動画スクロール_iOS","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3463 ニジカレ&Plusmate_ポータル","12997","[準一般]ニジカレ&Plusmate_ポータル_動画スクロール_And","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13011","にじカノ&アナザー_ポータル_準一般_300*250_IOS_WL_動画スクロール","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13012","にじカノ&アナザー_ポータル_準一般_300*250_ADR_WL_動画スクロール","ﾚｸﾀﾝｸﾞﾙ","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13013","にじカノ&アナザー_ポータル_準一般_300*250_iOS","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13014","にじカノ&アナザー_ポータル_準一般_300*250_ADR","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13015","にじカノ&アナザー_ポータル_準一般_インフィード_iOS","ｲﾝﾌｨｰﾄﾞ_小","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13016","にじカノ&アナザー_ポータル_準一般_インフィード_ADR","ｲﾝﾌｨｰﾄﾞ_小","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3491 カラミざかり10巻","13025","IOS_【メンズ/非エロ(制限強)】カラミざかり10巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3491 カラミざかり10巻","13026","IOS_【メンズ/非エロ】カラミざかり10巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13032","にじカノ&アナザー_ポータル_準一般_300*250_ADR_WL_動画スクロール_RT","ﾚｸﾀﾝｸﾞﾙ","リカテ",15,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3473 にじカノ&アナザー_ポータル_準一般","13033","にじカノ&アナザー_ポータル_準一般_300*250_ADR_RT","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3495 【青年/一般面】管理者ゲーム","13044","IOS_【青年/一般面】管理者ゲーム _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3495 【青年/一般面】管理者ゲーム","13045","ADR_【青年/一般面】管理者ゲーム_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3496 【青年/一般面】俺の彼女はエロすぎる","13046","IOS_【青年/一般面】俺の彼女はエロすぎる_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3496 【青年/一般面】俺の彼女はエロすぎる","13047","ADR_【青年/一般面】俺の彼女はエロすぎる_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3501 【青年/非エロ】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻","13063","IOS_【青年/非エロ】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3501 【青年/非エロ】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻","13064","IOS_【青年/非エロ(制限強)】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3500 薄壁から響く隣人妻の艶声はいつしか俺の愛する妻の淫れた嬌声へと変わっていた","13065","IOS_【メンズ/非エロ】薄壁から響く隣人妻の艶声はいつしか俺の愛する妻の淫れた嬌声へと変わっていた_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3500 薄壁から響く隣人妻の艶声はいつしか俺の愛する妻の淫れた嬌声へと変わっていた","13066","IOS_【メンズ/非エロ(制限強)】薄壁から響く隣人妻の艶声はいつしか俺の愛する妻の淫れた嬌声へと変わっていた _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3502 【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】5巻","13067","IOS_【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】5巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3502 【青年/一般面】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】5巻","13068","IOS_【青年/一般面(制限強)イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】5巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3504 ニジカレ&Plusmate_ポータル_順替","13087","[準一般]ニジカレ&Plusmate_ポータル_レクタングル_iOS_順替","ﾚｸﾀﾝｸﾞﾙ","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3504 ニジカレ&Plusmate_ポータル_順替","13088","[準一般]ニジカレ&Plusmate_ポータル_レクタングル_And_順替","ﾚｸﾀﾝｸﾞﾙ","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3504 ニジカレ&Plusmate_ポータル_順替","13089","[準一般]ニジカレ&Plusmate_ポータル_インフィード小_iOS_順替","ｲﾝﾌｨｰﾄﾞ_小","カテ",20,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3504 ニジカレ&Plusmate_ポータル_順替","13090","[準一般]ニジカレ&Plusmate_ポータル_インフィード小_And_順替","ｲﾝﾌｨｰﾄﾞ_小","カテ",15,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3504 ニジカレ&Plusmate_ポータル_順替","13091","[準一般]ニジカレ&Plusmate_ポータル_動画スクロール_iOS_順替","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3504 ニジカレ&Plusmate_ポータル_順替","13092","[準一般]ニジカレ&Plusmate_ポータル_動画スクロール_And_順替","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3506 「優しいだけの男」と妻に捨てられたので…5巻","13096","IOS_【メンズ/非エロ】「優しいだけの男」と妻に捨てられたので…5巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3507 【青年/一般面】嫌いな女子とキスをする【フルカラー】 ブロード","13097","IOS_【青年/一般面】嫌いな女子とキスをする【フルカラー】ブロード _レクタングル ","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13099","[一般]Plusmate_動画スクロール_PC_GW[fb](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13100","【新】にじげんカノジョ_準一般_300*250_PC_動画スクロール_gamewith用_fam25","ﾚｸﾀﾝｸﾞﾙ","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3508 【青年/一般面】サマーパラダイス ブロード","13105","IOS_【青年/一般面】サマーパラダイス ブロード _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13111","【新】にじげんカノジョ_準一般_300*250_PC_動画スクロール_準一般枠用_fam24","ﾚｸﾀﾝｸﾞﾙ","カテ",19,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13112","[準一般]Plusmate_レクタングル_動画スクロール_PC[app4](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13115","[準一般]Plusmate_動画スクロール_iOS_AR[fam_32]","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13116","[準一般]Plusmate_動画スクロール_And_AR[fam_32]","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13126","[準アダルト]Plusmate_レクタングル_動画スクロール_iOS[app4](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13127","[準アダルト]Plusmate_レクタングル_動画スクロール_And[app4](fam_32)","ﾚｸﾀﾝｸﾞﾙ","カテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13138","【新】にじげんカノジョ_準一般_300*250_IOS_動画スクロール_2分割_fam25","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13141","【新】にじげんカノジョ_準一般_300*250_ADR_動画スクロール_2分割_fam25","ﾚｸﾀﾝｸﾞﾙ","カテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13142","【新】にじげんカノジョ_準一般_動画スクロールバナー_PC_160*600_fam25","160*600","カテ",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13143","【新】にじげんカノジョ_準一般_動画スクロールバナー_PC_728*90_fam25","728*90","カテ",12,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13144","[準一般]Plusmate_160x600_動画スクロール_PC[app4](fam_32)","160*600","カテ",11,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13146","[準一般]Plusmate_728x90_動画スクロール_PC[app4](fam_32)","728*90","カテ",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3509 【青年/一般面】いわくツき絵ロンダリング～引きこもり紙袋男とみだらな幽霊～ ブロード","13147","IOS_【青年/一般面】いわくツき絵ロンダリング～引きこもり紙袋男とみだらな幽霊～ ブロード _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3510 【青年/非エロ】ドキドキペアリング","13148","IOS_【青年/非エロ】ドキドキペアリング _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2100 にじげんカノジョ_準一般","13151","【新】にじげんカノジョ_準一般_300*300_PC_fam25","ｲﾝﾌｨｰﾄﾞ_小","",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3513 イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻_","13157","IOS_【青年/非エロ】イチゴ哀歌～雑で生イキな妹と割り切れない兄～【フルカラー】4巻 _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3512 【青年/非エロ】ドキドキペアリング","13158","IOS_【青年/非エロ】ドキドキペアリング _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3514 ネトラレごろの人妻5","13159","RT_【準一般】ネトラレごろの人妻5_ADR_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3514 ネトラレごろの人妻5","13160","RT_【準一般】ネトラレごろの人妻5_IOS_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3514 ネトラレごろの人妻5","13161","RT_【準一般】ネトラレごろの人妻5_ADR_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3514 ネトラレごろの人妻5","13162","RT_【準一般】ネトラレごろの人妻5_IOS_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3515 パパの寝室は娘友達のたまり場5","13163","RT_【準一般】パパの寝室は娘友達のたまり場5 _ADR_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3515 パパの寝室は娘友達のたまり場5","13164","RT_【準一般】パパの寝室は娘友達のたまり場5_ IOS_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3515 パパの寝室は娘友達のたまり場5","13165","RT_【準一般】パパの寝室は娘友達のたまり場5 _ADR_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3515 パパの寝室は娘友達のたまり場5","13166","RT_【準一般】パパの寝室は娘友達のたまり場5 _IOS_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3517 キーコレクト(準一般)","13202","キーコレクト(準一般))_300*250_ADR_動画スクロール_fam_50(準一般）_LP有り","ﾚｸﾀﾝｸﾞﾙ","カテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3517 キーコレクト(準一般)","13203","キーコレクト(準一般)_300*250_IOS_動画スクロール_fam_50(準一般）_LP有り","ﾚｸﾀﾝｸﾞﾙ","カテ",14,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3517 キーコレクト(準一般)","13204","キーコレクト(準一般)_300*250_IOS_fam_50(準一般）_LP有り","ﾚｸﾀﾝｸﾞﾙ","",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3517 キーコレクト(準一般)","13205","キーコレクト(準一般)300*250_ADR_fam_50(準一般）_LP有り","ﾚｸﾀﾝｸﾞﾙ","",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3517 キーコレクト(準一般)","13212","キーコレクト(準一般))_300*250_PC_動画スクロール_fam_100(準一般）_LP有り","ﾚｸﾀﾝｸﾞﾙ","カテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1530 Plusmate","13213","[準一般]Plusmate_インフィード小_PC[app4](fam_32)","ｲﾝﾌｨｰﾄﾞ_小","",7,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3518 夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話","13220","RT_【準一般】夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話_IOS_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3518 夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話","13221","RT_【準一般】夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話_ADR_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3518 夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話","13222","RT_【準一般】夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話_IOS_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3518 夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話","13223","RT_【準一般】夏の離島研修でクラスの女子達がSEX狂いのメス奴隷に調教された話_ADR_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3519 奈々子と薫　堕落していく、僕たちは。","13224","RT_【準一般】奈々子と薫　堕落していく、僕たちは。_IOS_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3519 奈々子と薫　堕落していく、僕たちは。","13225","RT_【準一般】奈々子と薫　堕落していく、僕たちは。_ADR_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3519 奈々子と薫　堕落していく、僕たちは。","13226","RT_【準一般】奈々子と薫　堕落していく、僕たちは。_IOS_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3519 奈々子と薫　堕落していく、僕たちは。","13227","RT_【準一般】奈々子と薫　堕落していく、僕たちは。_ADR_商品詳細","ﾚｸﾀﾝｸﾞﾙ","リカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3520 入り浸りJKにアソコ使わせてもらう話","13228","IOS_【メンズ/非エロ】入り浸りJKにアソコ使わせてもらう話  _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3520 入り浸りJKにアソコ使わせてもらう話","13229","IOS_【メンズ/非エロ(制限強)】入り浸りJKにアソコ使わせてもらう話  _レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3521 イチゴ哀歌～雑で生イキな妹と割り切れない兄～6巻","13236","IOS_【青年/非エロ】イチゴ哀歌～雑で生イキな妹と割り切れない兄～6巻_レクタングル","ﾚｸﾀﾝｸﾞﾙ","カテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
