広告管理 ＞ アフィリエイト ＞ キャンペーン

"キャンペーングループ","ID","キャンペーン名","サイズ","設定","原稿数","マージン","ステータス","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","price","CPC(グロス)","eCPM(グロス)"
"2627 【アダルト】落ちこぼれ魔女の正体は、精液(魔力)を糧とする最強の悪魔でした。(LP有)","9653","【アダルト】落ちこぼれ魔女の正体は、精液(魔力)を糧とする最強の悪魔でした。(LP有)_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2638 【アダルト】カウント100 聞かされ続けた敵と妻の子作りボイス(LP有)","9691","【アダルト】カウント100 聞かされ続けた敵と妻の子作りボイス(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2638 【アダルト】カウント100 聞かされ続けた敵と妻の子作りボイス(LP有)","9692","【アダルト】カウント100 聞かされ続けた敵と妻の子作りボイス(LP有)_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2639 【アダルト】思春期異聞録(LP有)RJ331216","9693","【アダルト】思春期異聞録(LP有)_IOS_RJ331216","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2639 【アダルト】思春期異聞録(LP有)RJ331216","9694","【アダルト】思春期異聞録(LP有)_ADR_RJ331216","ﾚｸﾀﾝｸﾞﾙ","アカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2640 【アダルト】カリスマAV女優(23歳)を引退撤回するまでイカせまくる(LP有)","9695","【アダルト】カリスマAV女優(23歳)を引退撤回するまでイカせまくる(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2640 【アダルト】カリスマAV女優(23歳)を引退撤回するまでイカせまくる(LP有)","9696","【アダルト】カリスマAV女優(23歳)を引退撤回するまでイカせまくる(LP有)_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9800","SP_｛TL｝dog eat dog era~竜人族奴隷の双子と催眠交尾~(LP有)_300x250_03","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9801","SP_｛TL｝dog eat dog era~竜人族奴隷の双子と催眠交尾~(LP2有)_300x250_04","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9804","SP_｛TL｝燕嵐閨中顧話(LP有)_300x250_02_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9805","SP_｛TL｝燕嵐閨中顧話(LP2有)_300x250_01_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2651 【アダルト】友達が奴隷市場に売られてた_RJ332837","9806","【アダルト】友達が奴隷市場に売られてた_RJ332837_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2651 【アダルト】友達が奴隷市場に売られてた_RJ332837","9807","【アダルト】友達が奴隷市場に売られてた_RJ332837_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2652 【アダルト】こどもつくる本(LP有)","9816","【アダルト】こどもつくる本_RJ328113_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2652 【アダルト】こどもつくる本(LP有)","9817","【アダルト】こどもつくる本_RJ328113_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2198 【アダルト】海水浴に来るお姉さんはみ～んなどスケベ!LP2(LP有)","9830","RT_【アダルト】海水浴に来るお姉さんはみ～んなどスケベ!LP2(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","アリカテ",13,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2198 【アダルト】海水浴に来るお姉さんはみ～んなどスケベ!LP2(LP有)","9831","RT_【アダルト】海水浴に来るお姉さんはみ～んなどスケベ!LP2(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","アリカテ",13,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2665 【アダルト】触れたらセックス ダマサレ先生と悪魔学_RJ330043","9863","【アダルト】触れたらセックス ダマサレ先生と悪魔学_RJ330043_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2665 【アダルト】触れたらセックス ダマサレ先生と悪魔学_RJ330043","9864","【アダルト】触れたらセックス ダマサレ先生と悪魔学_RJ330043_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9873","SP_｛TL｝こどもつくる本(LP有)_300x250_01","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9874","SP_｛TL｝こどもつくる本(LP有)_300x250_03_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2681 【アダルト】こどもつくる本(LP有)_KGK ","9887","【アダルト】こどもつくる本_RJ328113_IOS_KGK ","ﾚｸﾀﾝｸﾞﾙ","アリカテ",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2681 【アダルト】こどもつくる本(LP有)_KGK ","9888","【アダルト】こどもつくる本_RJ328113_ADR_KGK ","ﾚｸﾀﾝｸﾞﾙ","アリカテ",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2697 【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026","9986","【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2697 【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026","9987","【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2697 【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026","9992","RT_【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026_IOS","ﾚｸﾀﾝｸﾞﾙ","アリカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2697 【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026","9993","RT_【アダルト】ダメな私は職場の後輩に守られっ話_RJ335026_ADR","ﾚｸﾀﾝｸﾞﾙ","アリカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9998","SP_｛TL｝ダメな私は職場の後輩に守られっ話(LP有)_300x250_01","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","9999","SP_｛TL｝ダメな私は職場の後輩に守られっ話(LP有)_300x250_03","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2709 【アダルト】隙あらば彼氏の性癖を歪めたい 君の喘ぎがまだ足りない_RJ335357","10028","【アダルト】隙あらば彼氏の性癖を歪めたい 君の喘ぎがまだ足りない_RJ335357_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2709 【アダルト】隙あらば彼氏の性癖を歪めたい 君の喘ぎがまだ足りない_RJ335357","10029","【アダルト】隙あらば彼氏の性癖を歪めたい 君の喘ぎがまだ足りない_RJ335357_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2710 【アダルト】三十路童貞が新卒女子に喰われた話_RJ334359","10030","【アダルト】三十路童貞が新卒女子に喰われた話_RJ334359_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2710 【アダルト】三十路童貞が新卒女子に喰われた話_RJ334359","10031","【アダルト】三十路童貞が新卒女子に喰われた話_RJ334359_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2711 【アダルト】触れたらセックス ダマサレ先生と悪魔学 ツンギレ悪魔は抗えない_2_RJ330043","10032","【アダルト】触れたらセックス ダマサレ先生と悪魔学 ツンギレ悪魔は抗えない_2_RJ330043_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2711 【アダルト】触れたらセックス ダマサレ先生と悪魔学 ツンギレ悪魔は抗えない_2_RJ330043","10033","【アダルト】触れたらセックス ダマサレ先生と悪魔学 ツンギレ悪魔は抗えない_2_RJ330043_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2712 【アダルト】全裸で水泳の授業_RJ163936","10034","【アダルト】全裸で水泳の授業_RJ163936_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2712 【アダルト】全裸で水泳の授業_RJ163936","10035","【アダルト】全裸で水泳の授業_RJ163936_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2715 【アダルト】とある学校の筆下ろし事情_RJ337422","10055","【アダルト】とある学校の筆下ろし事情_RJ337422_IOS","ﾚｸﾀﾝｸﾞﾙ","ア",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2715 【アダルト】とある学校の筆下ろし事情_RJ337422","10056","【アダルト】とある学校の筆下ろし事情_RJ337422_ADR","ﾚｸﾀﾝｸﾞﾙ","ア",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2716 【アダルト】こどもつくる本_2_RJ328113","10057","【アダルト】こどもつくる本_2_RJ328113_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2716 【アダルト】こどもつくる本_2_RJ328113","10058","【アダルト】こどもつくる本_2_RJ328113_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2725 【アダルト】パパ活でハメ撮りしたら穴開きゴムで無許可中出しされちゃう説_2_RJ288300","10087","【アダルト】パパ活でハメ撮りしたら穴開きゴムで無許可中出しされちゃう説_2_RJ288300_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2725 【アダルト】パパ活でハメ撮りしたら穴開きゴムで無許可中出しされちゃう説_2_RJ288300","10088","【アダルト】パパ活でハメ撮りしたら穴開きゴムで無許可中出しされちゃう説_2_RJ288300_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2731 【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10111","【アダルト】宇宙の始祖様の番になるしかない_RJ327223_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2731 【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10112","【アダルト】宇宙の始祖様の番になるしかない_RJ327223_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10117","SP_｛TL｝宇宙の始祖様の番になるしかない(LP有)_300x250_01","ﾚｸﾀﾝｸﾞﾙ","ア",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2762 PC_【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10199","PC_【アダルト】宇宙の始祖様の番になるしかない_RJ327223","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2763 PC_【アダルト】こどもつくる本(LP有)","10200","PC_【アダルト】こどもつくる本(LP有)","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2775 【アダルト】鬼神村～神の末裔×贄の少女～_RJ332725","10222","【アダルト】鬼神村～神の末裔×贄の少女～_RJ332725_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2775 【アダルト】鬼神村～神の末裔×贄の少女～_RJ332725","10223","【アダルト】鬼神村～神の末裔×贄の少女～_RJ332725_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2778 【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","10228","【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2778 【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","10229","【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2781 インフィード_【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10234","インフィード_【アダルト】宇宙の始祖様の番になるしかない_RJ327223_IOS","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2781 インフィード_【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10235","インフィード_【アダルト】宇宙の始祖様の番になるしかない_RJ327223_ADR","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2782 インフィード_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","10236","インフィード_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725_IOS","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2782 インフィード_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","10237","インフィード_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725_ADR","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2783 インフィード_【アダルト】こどもつくる本(LP有)","10238","インフィード_【アダルト】こどもつくる本(LP有)_IOS","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2783 インフィード_【アダルト】こどもつくる本(LP有)","10239","インフィード_【アダルト】こどもつくる本(LP有)_ADR","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10249","SP_｛TL｝鬼神村~神の末裔×贄の少女~(LP有)_300x250_01","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10250","SP_｛TL｝鬼神村~神の末裔×贄の少女~(LP2有)_300x250_04_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ均",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2790 PC_【アダルト】鬼神村～神の末裔×贄の少女～_RJ332725","10256","PC_【アダルト】鬼神村～神の末裔×贄の少女～_RJ332725","ﾚｸﾀﾝｸﾞﾙ","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2789 PC_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","10257","PC_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","ﾚｸﾀﾝｸﾞﾙ","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2794 PC_インフィード_【アダルト】メスガキがあらわれた！_2(LP有","10258"," PC_インフィード_【アダルト】メスガキがあらわれた！_2(LP有 _IOS","ｲﾝﾌｨｰﾄﾞ_小","ア",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2795 PC_インフィード_【アダルト】dog eat dog era~竜人族奴隷の双子と催眠交尾~","10259","PC_インフィード_【アダルト】dog eat dog era~竜人族奴隷の双子と催眠交尾~","ｲﾝﾌｨｰﾄﾞ_小","ア",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2796 PC_インフィード_【アダルト】とある大家族のオカズ事情～ママ代わりお姉ちゃん奮闘記～","10260","PC_インフィード_【アダルト】とある大家族のオカズ事情～ママ代わりお姉ちゃん奮闘記～ ","ｲﾝﾌｨｰﾄﾞ_小","ア",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2797 PC_インフィード_【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10261"," PC_インフィード_【アダルト】宇宙の始祖様の番になるしかない_RJ327223_IOS","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2798 PC_インフィード_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725","10262"," PC_インフィード_【アダルト】鬼神村~神の末裔×贄の少女~_2_RJ332725_IOS","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2799 PC_インフィード_【アダルト】こどもつくる本(LP有) ","10263","PC_インフィード_【アダルト】こどもつくる本(LP有)_IOS","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2801 【アダルト】剣道が強いだけでは大人には敵いません(LP有)_RJ335939","10266","【アダルト】剣道が強いだけでは大人には敵いません_RJ335939_IOS","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2801 【アダルト】剣道が強いだけでは大人には敵いません(LP有)_RJ335939","10267","【アダルト】剣道が強いだけでは大人には敵いません_RJ335939_ADR","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2803 【アダルト】らぶまーきんぐ(LP有)_RJ336083","10270","【アダルト】らぶまーきんぐ_RJ336083_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2803 【アダルト】らぶまーきんぐ(LP有)_RJ336083","10271","【アダルト】らぶまーきんぐ_RJ336083_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2804 PC_【アダルト】剣道が強いだけでは大人には敵いません(LP有)_RJ335939","10272","PC_【アダルト】剣道が強いだけでは大人には敵いません_RJ335939","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2806 PC_【アダルト】らぶまーきんぐ(LP有)_RJ336083","10274","PC_【アダルト】らぶまーきんぐ_RJ336083","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2817 【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)","10294","【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","ア",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2817 【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)","10295","【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)_ADR","ﾚｸﾀﾝｸﾞﾙ","ア",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2818 PC_【アダルト】Connect-少女は触手と愛をつむぐ-(LP有) ","10296","PC_【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2817 【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)","10301","RT_【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2817 【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)","10302","RT_【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10343","SP_Connect-少女は触手と愛をつむぐ-(LP有)_300x250_01","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10344","SP_Connect-少女は触手と愛をつむぐ-(LP有)_300x250_03","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2839 【アダルト】幼馴染の極太チンポで女装メスイキを教え込まれた僕_RJ332076","10371","【アダルト】幼馴染の極太チンポで女装メスイキを教え込まれた僕_RJ332076_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2839 【アダルト】幼馴染の極太チンポで女装メスイキを教え込まれた僕_RJ332076","10372","【アダルト】幼馴染の極太チンポで女装メスイキを教え込まれた僕_RJ332076_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2847 【準一般】兄貴に食べ尽くされた俺の彼女。_RJ339437 ※アダルト面配信","10400","【準一般】兄貴に食べ尽くされた俺の彼女。_RJ339437_IOS ※アダルト面配信","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2847 【準一般】兄貴に食べ尽くされた俺の彼女。_RJ339437 ※アダルト面配信","10401","【準一般】兄貴に食べ尽くされた俺の彼女。_RJ339437_ADR ※アダルト面配信","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2879 【アダルト】隣の部屋のOLさんは思い込みが激しい","10513","【アダルト】隣の部屋のOLさんは思い込みが激しい_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2879 【アダルト】隣の部屋のOLさんは思い込みが激しい","10514","【アダルト】隣の部屋のOLさんは思い込みが激しい_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2879 【アダルト】隣の部屋のOLさんは思い込みが激しい","10517","RT_【アダルト】隣の部屋のOLさんは思い込みが激しい_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2879 【アダルト】隣の部屋のOLさんは思い込みが激しい","10518","RT_【アダルト】隣の部屋のOLさんは思い込みが激しい_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2883 【アダルト】【単話版】ゾンビのあふれた世界で俺だけが襲われない_BJ395440","10537","【アダルト】【単話版】ゾンビのあふれた世界で俺だけが襲われない_BJ395440_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2883 【アダルト】【単話版】ゾンビのあふれた世界で俺だけが襲われない_BJ395440","10538","【アダルト】【単話版】ゾンビのあふれた世界で俺だけが襲われない_BJ395440_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2817 【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)","10556","RT_【アダルト】Connect-少女は触手と愛をつむぐ-(LP有)_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2731 【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10561","RT_【アダルト】宇宙の始祖様の番になるしかない_RJ327223_IOS","ﾚｸﾀﾝｸﾞﾙ","アリカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2731 【アダルト】宇宙の始祖様の番になるしかない_RJ327223","10562","RT_【アダルト】宇宙の始祖様の番になるしかない_RJ327223_ADR","ﾚｸﾀﾝｸﾞﾙ","アリカテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10566","SP_｛TL｝宇宙の始祖様の番になるしかない(LP2有)_300x250_01","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10567","SP_｛TL｝宇宙の始祖様の番になるしかない(LP2有)_300x250_03_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10568","Connect-少女は触手と愛をつむぐ-(LP有)_300x250_02_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","10569","Connect-少女は触手と愛をつむぐ-(LP有)_300x250_04_準アダルト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2892 【アダルト】魔女に転生したら淫魔に愛されました_RJ351112","10582","【アダルト】魔女に転生したら淫魔に愛されました_RJ351112_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
