広告管理 ＞ アフィリエイト ＞ キャンペーン

"キャンペーングループ","ID","キャンペーン名","サイズ","設定","原稿数","マージン","ステータス","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","price","CPC(グロス)","eCPM(グロス)"
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12369","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_IOS_002","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3366 ぶいけん","12373","IOS_ぶいけん_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3366 ぶいけん","12374","ADR_ぶいけん_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3366 ぶいけん","12375","IOS_ぶいけん_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3366 ぶいけん","12376","ADR_ぶいけん_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",0,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12378","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_IOS_LP付","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12379","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_ADR_LP付","ﾚｸﾀﾝｸﾞﾙ","アカテ",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12380","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_ADR_LP付_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12381","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_ADR_LP付_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12382","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_IOS_LP付_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3345 もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン","12383","【アダルト】もうイッてるから腰とめてぇ…！ラフ?ト?ール（※本人）にふ?つける本気ヒ?ストン_IOS_LP付_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3369 無視せざるを得ぬ町…っ！","12391","IOS_【メンズ/アダルト】無視せざるを得ぬ町…っ！_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3369 無視せざるを得ぬ町…っ！","12392","ADR_【メンズ/アダルト】無視せざるを得ぬ町…っ！_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3371 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？","12397","【アダルト】エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3371 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？","12399","【アダルト】 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3371 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？","12400","【アダルト】エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3371 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？","12401","【アダルト】エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3371 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？","12402","【アダルト】エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3371 エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？","12403","【アダルト】エロ過き?る人妻 -三十路の人妻か?オ●ニー好きし?ゃた?めて?すか？_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3375 僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）","12408","RT_【アダルト】僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）_IOS_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3375 僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）","12409","RT_【アダルト】僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）_ADR_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3375 僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）","12410","RT_【アダルト】僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）_IOS_商品詳細","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3375 僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）","12411","RT_【アダルト】僕の方が先に好きだった子が後輩のチャラ男に中出しされまくる7日間（分冊版）_ADR_商品詳細","ﾚｸﾀﾝｸﾞﾙ","アリカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3376 弟嫁","12416","【アダルト】弟嫁_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3376 弟嫁","12417","【アダルト】 弟嫁_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3376 弟嫁","12418","【アダルト】弟嫁_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3376 弟嫁","12419","【アダルト】弟嫁_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3376 弟嫁","12420","【アダルト】弟嫁_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3376 弟嫁","12421","【アダルト】弟嫁_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3377 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー）","12422","【アダルト】アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3377 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー）","12423","【アダルト】 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3377 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー）","12424","【アダルト】アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3377 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー）","12425","【アダルト】アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3377 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー）","12426","【アダルト】アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3377 アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー）","12427","【アダルト】アソコに不時着→即Ｈ～アイツの姉貴面か?とろとろになるまて?～（フルカラー_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3378 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）","12428","【アダルト】テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3378 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）","12429","【アダルト】 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3378 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）","12430","【アダルト】テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3378 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）","12431","【アダルト】テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3378 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）","12432","【アダルト】テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3378 テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）","12433","【アダルト】テ?スクの下て?、愛をさけふ?～曖昧て?イヒ?ツなふたり～（フルカラー）_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3379 ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～","12434","【アダルト】ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3379 ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～","12435","【アダルト】ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3379 ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～","12436","【アダルト】ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3379 ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～","12437","【アダルト】ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3379 ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～","12438","【アダルト】ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3379 ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～","12439","【アダルト】ひ?しょ濡れオイルマッサーシ?～親友の弟にイカされちゃうッ～_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3380 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～","12440","【アダルト】女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3380 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～","12441","【アダルト】 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3380 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～","12442","【アダルト】女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3380 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～","12443","【アダルト】女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3380 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～","12444","【アダルト】女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3380 女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～","12445","【アダルト】女子マネの柔肌て?コリほく?し～マッサーシ?って聞いてたのに…～_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3381 発情姫","12446","【アダルト】発情姫_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3381 発情姫","12447","【アダルト】 発情姫 _ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3381 発情姫","12448","【アダルト】発情姫_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3381 発情姫","12449","【アダルト】発情姫_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3381 発情姫","12450","【アダルト】発情姫_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3381 発情姫","12451","【アダルト】発情姫_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3382 あなたのことは好きだけど（フルカラー）","12452","【アダルト】あなたのことは好きだけど（フルカラー）_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3382 あなたのことは好きだけど（フルカラー）","12453","【アダルト】 あなたのことは好きだけど（フルカラー）_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3382 あなたのことは好きだけど（フルカラー）","12454","【アダルト】あなたのことは好きだけど（フルカラー）_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3382 あなたのことは好きだけど（フルカラー）","12455","【アダルト】あなたのことは好きだけど（フルカラー）_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3382 あなたのことは好きだけど（フルカラー）","12456","【アダルト】あなたのことは好きだけど（フルカラー）_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3382 あなたのことは好きだけど（フルカラー）","12457","【アダルト】あなたのことは好きだけど（フルカラー）_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3383 これも全部あの夏のせい（フルカラー）","12458","【アダルト】これも全部あの夏のせい（フルカラー）_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3383 これも全部あの夏のせい（フルカラー）","12459","【アダルト】 これも全部あの夏のせい（フルカラー）_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3383 これも全部あの夏のせい（フルカラー）","12460","【アダルト】これも全部あの夏のせい（フルカラー）_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3383 これも全部あの夏のせい（フルカラー）","12461","【アダルト】これも全部あの夏のせい（フルカラー）_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3383 これも全部あの夏のせい（フルカラー）","12462","【アダルト】これも全部あの夏のせい（フルカラー）_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3383 これも全部あの夏のせい（フルカラー）","12463","【アダルト】これも全部あの夏のせい（フルカラー）_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3384 僕しか知らない君のナカ。","12464","【アダルト】僕しか知らない君のナカ。_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3384 僕しか知らない君のナカ。","12465","【アダルト】僕しか知らない君のナカ。_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3384 僕しか知らない君のナカ。","12466","【アダルト】僕しか知らない君のナカ。_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3384 僕しか知らない君のナカ。","12467","【アダルト】僕しか知らない君のナカ。_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3384 僕しか知らない君のナカ。","12468","【アダルト】僕しか知らない君のナカ。_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3384 僕しか知らない君のナカ。","12469","【アダルト】僕しか知らない君のナカ。_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3385 毒舌メガネは夜だけやさしい","12470","【アダルト】 毒舌メガネは夜だけやさしい_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3385 毒舌メガネは夜だけやさしい","12471","【アダルト】 毒舌メガネは夜だけやさしい_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3385 毒舌メガネは夜だけやさしい","12472","【アダルト】毒舌メガネは夜だけやさしい_IOS_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3385 毒舌メガネは夜だけやさしい","12473","【アダルト】毒舌メガネは夜だけやさしい_ADR_DL","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3385 毒舌メガネは夜だけやさしい","12474","【アダルト】毒舌メガネは夜だけやさしい_IOS_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3385 毒舌メガネは夜だけやさしい","12475","【アダルト】毒舌メガネは夜だけやさしい_ADR_RM","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3386 無視せざるを得ぬ町…っ！","12476","RT_【アダルト】無視せざるを得ぬ町…っ！_IOS_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3386 無視せざるを得ぬ町…っ！","12477","RT_【アダルト】無視せざるを得ぬ町…っ！_ADR_会員登録完了","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3386 無視せざるを得ぬ町…っ！","12478","RT_【アダルト】無視せざるを得ぬ町…っ！_IOS_商品詳細","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3386 無視せざるを得ぬ町…っ！","12479","RT_【アダルト】無視せざるを得ぬ町…っ！_ADR_商品詳細","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"749 ぴゅあじょ","12484","(新)ぴゅあじょ_IOS_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"749 ぴゅあじょ","12485","(新)ぴゅあじょ_ADR_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"749 ぴゅあじょ","12486","(新)ぴゅあじょ_IOS_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"749 ぴゅあじょ","12487","(新)ぴゅあじょ_ADR_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3387 よるバゴ","12488","よるバゴ_IOS_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3387 よるバゴ","12489","よるバゴ_ADR_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3387 よるバゴ","12490","よるバゴ_IOS_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",1,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3387 よるバゴ","12491","よるバゴ_ADR_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",1,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"828 にじげんカノジョ","12497","にじげん彼女_インライン_320*100_IOS_Famu枠用","320*100","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"828 にじげんカノジョ","12500","にじげん彼女_インライン_320*100_ADR_Famu枠用","320*100","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"828 にじげんカノジョ","12501","にじげん彼女_インライン_320*50_ADR_Famu枠用","320*50（ｲﾝﾗｲﾝ）","アカテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"828 にじげんカノジョ","12502","にじげん彼女_インライン_320*50_IOS_Famu枠用","320*50（ｲﾝﾗｲﾝ）","アカテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3389 「優しいだけの男」と妻に捨てられたので…","12516","IOS_【メンズ/アダルト】「優しいだけの男」と妻に捨てられたので… _レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3389 「優しいだけの男」と妻に捨てられたので…","12517","ADR_【メンズ/アダルト】「優しいだけの男」と妻に捨てられたので… _レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
